,bbox_list
700afb1cd830a808e3c6125749612e5d23fd9f9726049a9e0c2061997514e1a7,"[[323, 0, 343, 12], [357, 0, 414, 17], [467, 0, 492, 14], [207, 1, 239, 32], [423, 8, 468, 35], [115, 10, 144, 33], [163, 16, 196, 46], [357, 19, 393, 49], [253, 28, 284, 55], [295, 33, 323, 59], [149, 38, 178, 72], [478, 49, 504, 85], [363, 56, 387, 90], [169, 59, 202, 92], [276, 59, 298, 95], [403, 66, 431, 101], [443, 68, 467, 99], [303, 72, 330, 100], [115, 73, 148, 106], [76, 77, 111, 115], [237, 81, 262, 116], [168, 101, 203, 126], [287, 102, 312, 137], [513, 102, 520, 121], [410, 105, 440, 128], [334, 110, 371, 133], [38, 116, 64, 157], [488, 125, 509, 158], [422, 128, 454, 152], [225, 136, 253, 178], [189, 140, 216, 169], [76, 145, 103, 172], [112, 155, 159, 195], [0, 158, 21, 184], [411, 158, 451, 184], [319, 161, 355, 194], [351, 161, 382, 191], [274, 167, 305, 186], [174, 174, 205, 210], [398, 185, 427, 218], [258, 196, 292, 225], [469, 200, 499, 223], [310, 204, 330, 242], [352, 205, 388, 233], [14, 207, 38, 238], [143, 215, 169, 244], [88, 222, 118, 248], [488, 231, 518, 264], [447, 233, 478, 260], [350, 238, 380, 263], [193, 242, 223, 266], [274, 245, 308, 272], [121, 256, 151, 283], [188, 264, 217, 288], [77, 268, 108, 299], [376, 280, 402, 318], [456, 284, 501, 367], [413, 285, 447, 339], [246, 289, 276, 321], [213, 290, 236, 324], [303, 307, 326, 330], [155, 318, 190, 349], [83, 323, 106, 358], [206, 331, 236, 356], [349, 333, 387, 373], [490, 344, 520, 376], [288, 354, 319, 382], [224, 356, 260, 391], [104, 357, 127, 410], [396, 365, 426, 399], [137, 375, 175, 408], [290, 383, 328, 406], [421, 410, 460, 448], [177, 411, 204, 433], [82, 427, 108, 464], [298, 433, 359, 476], [497, 434, 520, 455], [209, 439, 239, 467], [42, 441, 66, 463], [165, 444, 195, 472], [458, 451, 491, 472], [350, 466, 397, 498], [90, 467, 117, 499], [486, 472, 517, 501], [170, 481, 209, 513], [114, 483, 143, 512], [58, 492, 84, 522], [324, 494, 363, 521], [219, 508, 273, 544], [376, 512, 415, 541], [429, 517, 469, 541], [0, 525, 22, 569], [504, 525, 520, 553], [448, 542, 481, 561], [390, 543, 415, 563], [236, 544, 285, 593], [360, 544, 384, 568], [300, 551, 335, 579], [71, 568, 117, 596], [207, 569, 238, 597], [473, 569, 504, 591], [176, 575, 205, 604], [437, 581, 463, 608], [311, 582, 342, 610], [164, 588, 171, 594], [375, 588, 418, 634], [504, 588, 520, 612], [218, 601, 247, 624], [70, 608, 90, 633], [330, 615, 357, 640], [260, 616, 287, 641], [474, 620, 514, 651], [298, 626, 327, 657], [349, 631, 389, 662], [228, 632, 255, 657], [134, 639, 163, 679], [419, 649, 465, 684], [265, 665, 304, 692], [516, 669, 520, 684], [478, 678, 505, 696], [215, 679, 246, 696], [385, 685, 422, 696], [38, 689, 73, 696]]"
70827e40a7155391984e56703c6df3392fb4a94bbd6c7008da6a6ca3244965d9,"[[0, 0, 33, 30], [90, 0, 112, 16], [162, 0, 207, 38], [266, 0, 319, 22], [74, 9, 90, 29], [93, 21, 117, 39], [35, 23, 84, 96], [223, 44, 284, 118], [315, 46, 360, 94], [99, 84, 147, 137], [308, 125, 358, 168], [0, 150, 40, 200], [319, 185, 324, 194], [220, 200, 355, 312], [157, 201, 213, 246], [0, 204, 8, 238], [60, 217, 128, 272], [19, 263, 69, 322], [335, 275, 360, 315], [89, 299, 146, 343], [287, 313, 332, 360], [223, 321, 284, 360], [0, 340, 39, 360], [108, 341, 157, 360]]"
708eb41a3fc8f2b6cd1f529cdf38dc4ad5d5f00ad30bdcba92884f37ff78d614,"[[23, 0, 35, 21], [55, 0, 142, 40], [146, 0, 232, 75], [22, 8, 68, 55], [10, 22, 27, 49], [0, 35, 9, 65], [249, 43, 256, 77], [76, 49, 91, 59], [229, 51, 256, 102], [113, 54, 137, 70], [59, 55, 80, 69], [41, 59, 52, 70], [14, 69, 33, 80], [157, 72, 227, 94], [99, 79, 110, 92], [125, 85, 145, 100], [14, 89, 24, 97], [35, 89, 70, 103], [21, 101, 35, 115], [191, 101, 217, 140], [0, 102, 11, 113], [52, 103, 75, 120], [158, 105, 184, 134], [117, 110, 145, 119], [75, 111, 107, 125], [8, 121, 25, 136], [53, 131, 90, 159], [35, 132, 50, 158], [93, 132, 142, 162], [224, 141, 253, 157], [193, 142, 211, 160], [19, 143, 33, 164], [167, 143, 177, 154], [139, 145, 168, 159], [0, 149, 14, 196], [178, 155, 193, 167], [149, 159, 176, 169], [211, 159, 224, 177], [227, 163, 241, 178], [83, 167, 94, 177], [175, 168, 192, 212], [226, 182, 251, 208], [193, 191, 202, 201], [208, 212, 221, 228], [169, 213, 206, 241], [246, 223, 256, 240], [165, 241, 214, 278], [207, 250, 217, 268], [231, 253, 256, 284], [178, 274, 201, 288], [209, 288, 238, 305], [171, 289, 196, 316], [249, 307, 256, 320], [209, 315, 218, 320]]"
709e094e39629a9ca21e187f007b331074694e443db40289447c1111f7e267e7,"[[81, 0, 109, 49], [113, 34, 198, 231], [198, 47, 246, 119], [21, 49, 43, 61], [0, 58, 45, 176], [52, 73, 113, 213], [131, 114, 151, 145], [247, 176, 256, 209], [22, 184, 66, 242], [202, 207, 237, 242], [0, 233, 14, 263], [56, 251, 124, 320], [13, 259, 40, 320], [215, 298, 247, 320], [143, 314, 157, 320]]"
718751b439c05bdd589f04fcef321a86be3ecb35292a435138e295e05eb2e771,"[[0, 0, 18, 15], [41, 0, 61, 8], [113, 0, 131, 6], [160, 0, 183, 33], [60, 3, 78, 20], [134, 4, 149, 14], [181, 14, 204, 39], [31, 26, 52, 59], [104, 32, 121, 60], [253, 34, 256, 44], [0, 41, 10, 59], [167, 41, 186, 61], [178, 44, 209, 74], [219, 56, 239, 75], [157, 69, 181, 100], [0, 74, 15, 94], [124, 78, 140, 99], [95, 79, 123, 96], [191, 80, 226, 101], [0, 98, 5, 111], [92, 98, 119, 120], [192, 102, 225, 130], [36, 109, 41, 114], [43, 113, 53, 120], [132, 114, 149, 129], [176, 117, 188, 131], [87, 124, 99, 136], [105, 134, 145, 196], [252, 143, 256, 153], [76, 148, 83, 154], [171, 152, 218, 175], [21, 163, 53, 192], [155, 172, 167, 186], [192, 173, 252, 200], [51, 191, 100, 225], [110, 194, 129, 213], [0, 198, 13, 205], [182, 202, 201, 219], [130, 206, 171, 256], [115, 216, 126, 229], [211, 225, 230, 246], [54, 230, 82, 254], [165, 246, 187, 276], [206, 248, 231, 266], [238, 253, 254, 275], [129, 269, 136, 276], [176, 273, 211, 306], [140, 278, 164, 320], [101, 280, 117, 300], [207, 287, 251, 316], [53, 293, 82, 316]]"
724b6b7044522f6d5ea35b55f8fa71d0a45a28687be2b7cac3149943ab816eec,"[[188, 0, 248, 62], [433, 0, 472, 11], [257, 12, 301, 66], [157, 83, 255, 182], [324, 120, 354, 142], [317, 150, 344, 189], [34, 258, 55, 277], [116, 293, 149, 322], [12, 299, 64, 343], [98, 331, 180, 395], [211, 378, 256, 435], [10, 395, 74, 470], [185, 483, 220, 520], [272, 493, 313, 546], [98, 588, 124, 623]]"
72b18a405555ad491721e29454e5cd325055ce81a9e78524b56f2c058a4d2327,"[[161, 24, 180, 41], [244, 66, 256, 82], [127, 85, 148, 100], [218, 134, 233, 156], [227, 188, 232, 193], [51, 222, 65, 234], [209, 241, 225, 256]]"
72e8c49dea44787114fd191f9e97e260f961c6e7ae4715bc95cc91db8d91a4e3,"[[86, 28, 104, 47], [222, 36, 256, 61], [55, 40, 73, 56], [55, 71, 64, 80], [79, 74, 89, 89], [2, 78, 16, 87], [22, 84, 27, 89], [20, 92, 25, 97], [74, 99, 81, 109], [79, 126, 98, 144], [201, 155, 206, 160], [201, 160, 232, 187], [0, 162, 8, 176], [120, 166, 137, 193], [48, 182, 80, 206], [20, 191, 30, 199], [143, 195, 150, 202], [41, 198, 61, 210], [52, 208, 71, 223], [68, 231, 81, 243]]"
74a7785530687a11ecd073e772f90912d9967d02407a192bfab282c35f55ab94,"[[203, 0, 216, 9], [239, 15, 253, 41], [253, 46, 256, 67], [232, 103, 242, 119], [252, 123, 256, 136], [209, 133, 219, 147], [244, 157, 256, 177], [222, 184, 234, 201], [248, 204, 256, 220], [238, 206, 247, 224], [198, 207, 214, 221], [247, 222, 256, 239], [230, 225, 241, 242], [209, 226, 225, 253], [189, 234, 209, 267], [234, 244, 245, 262], [220, 258, 228, 275], [201, 268, 209, 276], [202, 300, 213, 308], [249, 302, 256, 316], [186, 304, 196, 315], [166, 314, 174, 320], [234, 316, 241, 320]]"
75120baa6abcbfe750a4eb223b8c10ae6bc3bebdda7b00d9a78bc2472fa28625,"[[0, 0, 9, 9], [20, 0, 34, 11], [90, 40, 112, 56], [51, 48, 70, 69], [210, 53, 225, 72], [112, 62, 117, 67], [119, 64, 135, 80], [66, 71, 89, 91], [107, 92, 112, 97], [138, 94, 159, 119], [187, 104, 199, 120], [84, 107, 106, 126], [205, 113, 223, 131], [83, 139, 88, 144], [186, 145, 201, 161], [218, 147, 223, 152], [173, 156, 186, 170], [11, 160, 24, 173], [210, 160, 228, 176], [102, 161, 121, 183], [240, 165, 256, 187], [2, 173, 16, 189], [198, 174, 215, 187], [65, 181, 86, 203], [177, 183, 190, 198], [215, 211, 229, 226], [182, 229, 193, 245], [132, 231, 152, 249], [194, 234, 199, 239], [205, 235, 220, 252], [240, 235, 256, 249], [108, 249, 124, 256]]"
751f421d322940d6efe3bd570a66ecda16d08a1b90bc32a6d7ae1af89856fd49,"[[207, 0, 232, 21], [159, 48, 174, 67], [86, 51, 107, 72], [191, 51, 206, 68], [0, 58, 17, 85], [108, 86, 125, 97], [140, 87, 156, 98], [70, 96, 92, 121], [245, 96, 256, 118], [37, 101, 55, 126], [0, 106, 19, 127], [115, 113, 134, 133], [204, 122, 216, 138], [226, 124, 243, 138], [69, 133, 99, 157], [150, 139, 161, 156], [189, 147, 205, 164], [137, 161, 152, 173], [238, 163, 255, 179], [94, 165, 115, 183], [22, 166, 43, 185], [117, 175, 122, 180], [97, 186, 122, 204], [1, 217, 20, 235], [84, 228, 105, 245], [16, 241, 32, 253], [210, 243, 239, 256], [179, 246, 193, 256]]"
76a372bfd3fad3ea30cb163b560e52607a8281f5b042484c3a0fc6d0aa5a7450,"[[73, 0, 81, 5], [8, 9, 30, 31], [211, 15, 235, 34], [691, 28, 703, 49], [924, 85, 945, 107], [253, 122, 268, 139], [104, 149, 121, 171], [450, 173, 471, 191], [72, 192, 87, 206], [716, 196, 733, 211], [920, 196, 946, 210], [237, 258, 253, 272], [108, 268, 125, 286], [432, 289, 459, 324], [653, 293, 677, 316], [102, 325, 119, 344], [196, 375, 222, 387], [83, 463, 107, 489], [716, 466, 746, 485], [804, 467, 828, 488], [544, 492, 569, 513], [755, 492, 785, 509], [935, 494, 951, 507], [585, 499, 606, 517], [665, 520, 694, 533], [229, 536, 257, 565], [647, 548, 678, 565], [715, 575, 747, 595], [132, 582, 159, 605], [622, 609, 644, 633], [506, 618, 536, 642], [738, 625, 743, 630], [410, 633, 428, 651], [125, 645, 147, 673], [416, 655, 434, 671], [841, 702, 868, 731], [517, 748, 534, 770], [454, 751, 474, 774], [704, 770, 714, 786], [602, 794, 616, 809], [384, 802, 408, 826], [553, 802, 568, 833], [792, 811, 816, 828], [752, 815, 757, 821], [0, 843, 7, 853], [51, 854, 65, 883], [212, 930, 235, 956], [715, 930, 723, 937], [17, 932, 32, 951], [703, 932, 723, 949], [475, 946, 496, 967], [369, 977, 384, 992], [563, 990, 585, 1019]]"
76c44d1addac92a65f1331f2d93f4e3b130bd4e538a6e5239c3ac1f4c403608a,"[[27, 11, 37, 19], [3, 51, 12, 62], [105, 53, 114, 63], [142, 55, 152, 64], [128, 58, 137, 67], [26, 65, 45, 78], [70, 66, 80, 75], [143, 79, 155, 87], [0, 82, 9, 95], [115, 85, 124, 93], [144, 95, 155, 106], [97, 103, 107, 111], [131, 103, 148, 122], [183, 107, 193, 117], [77, 119, 86, 127], [66, 133, 75, 140], [154, 137, 163, 147], [110, 141, 121, 150], [66, 159, 77, 167], [154, 164, 162, 178], [133, 165, 141, 173], [99, 167, 110, 175], [17, 181, 28, 193], [142, 183, 152, 191], [212, 185, 226, 194], [146, 196, 160, 208], [63, 204, 75, 215], [111, 211, 121, 220], [132, 213, 143, 220], [98, 242, 109, 253], [133, 246, 156, 256], [199, 250, 207, 256]]"
76c4f14e35210f87a29e93c46dbb25c8f5dc5c04d1d3134672708bcdfbc7e959,"[[18, 0, 70, 36], [79, 0, 117, 50], [130, 0, 165, 36], [272, 0, 283, 10], [305, 0, 354, 13], [252, 13, 348, 86], [188, 14, 243, 66], [245, 55, 295, 123], [52, 68, 106, 125], [213, 68, 218, 75], [176, 75, 218, 128], [99, 78, 154, 137], [76, 155, 130, 208], [244, 158, 292, 223], [0, 171, 21, 210], [299, 180, 353, 250], [147, 219, 208, 283], [204, 224, 211, 236], [191, 225, 202, 235], [211, 231, 216, 236], [0, 235, 61, 286], [195, 235, 204, 242], [205, 239, 212, 248], [290, 274, 353, 317], [166, 279, 243, 334], [0, 302, 69, 360], [232, 332, 277, 360], [118, 349, 148, 360]]"
76faaed50ed6ea6814ac36199964b86fb09ba7f41a6f213bceaa80d625adc2e1,"[[116, 0, 149, 26], [222, 0, 249, 37], [511, 0, 519, 12], [450, 2, 485, 37], [288, 14, 321, 57], [373, 24, 408, 57], [194, 37, 224, 83], [329, 44, 357, 74], [8, 46, 62, 128], [394, 50, 421, 87], [51, 63, 86, 116], [104, 66, 133, 100], [470, 66, 507, 94], [261, 71, 284, 111], [145, 85, 182, 114], [377, 99, 414, 127], [438, 101, 466, 130], [321, 102, 353, 126], [159, 124, 202, 149], [202, 126, 237, 152], [511, 128, 520, 155], [114, 133, 150, 158], [5, 139, 43, 176], [81, 139, 107, 171], [344, 142, 375, 176], [288, 154, 317, 175], [114, 165, 153, 189], [477, 171, 495, 204], [181, 175, 218, 212], [431, 177, 462, 209], [394, 178, 424, 211], [269, 183, 297, 206], [83, 184, 118, 213], [0, 199, 15, 218], [514, 211, 520, 237], [217, 212, 242, 245], [285, 213, 290, 219], [0, 229, 44, 254], [438, 234, 475, 259], [400, 251, 429, 280], [90, 252, 112, 281], [250, 256, 271, 291], [315, 259, 341, 292], [429, 261, 460, 286], [131, 262, 162, 292], [485, 270, 510, 295], [0, 278, 13, 293], [378, 278, 398, 312], [511, 284, 520, 306], [67, 285, 96, 310], [300, 287, 341, 345], [451, 296, 483, 318], [252, 303, 279, 325], [405, 308, 438, 337], [0, 310, 19, 327], [277, 329, 309, 357], [387, 332, 416, 360], [0, 354, 21, 379], [434, 354, 480, 387], [302, 386, 335, 415], [451, 391, 502, 428], [364, 403, 409, 429], [507, 416, 520, 442], [58, 417, 101, 456], [166, 420, 206, 443], [405, 447, 449, 469], [331, 462, 378, 487], [141, 463, 170, 501], [0, 471, 32, 512], [213, 475, 252, 503], [377, 494, 423, 525], [433, 497, 476, 540], [298, 502, 326, 540], [494, 505, 520, 546], [0, 532, 17, 558], [76, 532, 105, 577], [506, 544, 520, 568], [221, 547, 261, 574], [143, 552, 175, 595], [460, 560, 488, 590], [386, 563, 415, 592], [421, 575, 449, 605], [0, 585, 31, 620], [266, 585, 304, 614], [351, 597, 374, 635], [175, 604, 215, 624], [499, 607, 520, 634], [65, 626, 92, 665], [468, 627, 493, 651], [33, 631, 59, 669], [120, 631, 170, 667], [394, 631, 426, 672], [246, 639, 284, 670], [302, 646, 326, 686], [181, 649, 221, 677], [0, 657, 8, 676], [341, 666, 367, 696], [479, 679, 520, 696], [131, 685, 146, 696], [268, 686, 291, 696], [423, 686, 443, 696]]"
7773ac91af61ed041701b7c3b649598e3707cf04c0577f464fd31be687f538fe,"[[0, 0, 27, 23], [86, 0, 115, 21], [176, 0, 189, 2], [245, 3, 256, 19], [33, 7, 59, 33], [204, 18, 219, 31], [176, 27, 199, 56], [210, 44, 225, 59], [30, 47, 68, 75], [232, 47, 256, 68], [142, 49, 168, 74], [172, 59, 189, 69], [73, 61, 113, 112], [250, 75, 256, 92], [215, 78, 240, 108], [13, 81, 41, 112], [194, 81, 209, 98], [241, 95, 256, 111], [145, 96, 169, 123], [56, 101, 84, 125], [166, 114, 190, 135], [205, 121, 252, 153], [102, 124, 132, 152], [194, 125, 208, 135], [0, 131, 17, 152], [149, 138, 157, 146], [28, 141, 54, 158], [160, 141, 181, 161], [194, 161, 226, 201], [96, 173, 117, 192], [36, 186, 80, 202], [246, 200, 256, 206], [74, 206, 99, 232], [26, 221, 55, 256], [57, 228, 70, 241], [0, 229, 23, 250], [101, 233, 135, 257], [134, 252, 150, 278], [150, 277, 159, 296], [135, 289, 154, 318]]"
777f7c4269279951ae05b56e806745e613297d411d048c0bce8964afd7d71a4b,"[[0, 0, 33, 20], [35, 0, 59, 1], [121, 0, 153, 11], [143, 0, 189, 61], [91, 1, 141, 63], [240, 10, 316, 67], [199, 46, 238, 103], [121, 76, 126, 82], [269, 108, 317, 161], [76, 118, 148, 161], [18, 129, 78, 175], [204, 142, 254, 190], [0, 157, 4, 174], [55, 159, 166, 282], [168, 175, 207, 238], [0, 191, 15, 223], [183, 198, 231, 256], [238, 201, 283, 244], [307, 213, 360, 267], [31, 215, 38, 221], [36, 222, 47, 239], [27, 225, 34, 235], [109, 240, 160, 300], [0, 244, 64, 360], [244, 255, 306, 297], [189, 263, 240, 317], [248, 266, 360, 347], [52, 283, 103, 321], [197, 320, 241, 360], [328, 348, 360, 360], [109, 356, 148, 360], [296, 356, 325, 360]]"
7798ca1ddb3133563e290c36228bc8f8f3c9f224e096f442ef0653856662d121,"[[111, 0, 141, 44], [73, 8, 95, 83], [218, 23, 237, 66], [98, 24, 118, 83], [154, 27, 185, 53], [182, 37, 218, 88], [38, 50, 57, 105], [128, 50, 136, 71], [57, 66, 90, 144], [210, 67, 256, 138], [173, 88, 197, 119], [13, 103, 52, 161], [7, 113, 12, 124], [242, 116, 256, 161], [221, 125, 245, 166], [0, 130, 22, 158], [0, 156, 14, 192], [193, 168, 234, 206], [193, 203, 243, 243], [220, 203, 256, 248], [116, 220, 137, 253], [138, 246, 150, 263], [214, 248, 256, 309], [204, 250, 232, 285], [103, 251, 131, 291], [72, 264, 95, 290], [2, 301, 40, 320], [54, 304, 81, 320], [94, 308, 117, 320]]"
77ceeb87f560775ac150b8b9b09684ed3e806d0af6f26cce8f10c5fc280f5df2,"[[0, 0, 29, 33], [32, 0, 60, 18], [90, 0, 118, 23], [65, 1, 87, 25], [52, 23, 78, 60], [94, 25, 128, 47], [20, 26, 40, 45], [0, 39, 11, 67], [85, 42, 112, 73], [247, 42, 256, 67], [18, 55, 47, 84], [238, 69, 256, 93], [0, 71, 13, 96], [151, 71, 175, 96], [81, 86, 105, 114], [161, 113, 186, 132], [186, 121, 204, 141], [22, 132, 49, 155], [159, 134, 184, 152], [248, 144, 256, 165], [96, 146, 120, 169], [207, 175, 231, 201], [170, 179, 195, 208], [137, 181, 162, 208], [221, 192, 246, 220], [180, 209, 200, 239], [200, 219, 221, 248], [0, 223, 10, 244], [221, 239, 246, 256]]"
785555c0cbb49dad835635217085287a8cc61c27d26f0e106b70c1dfd05784dc,"[[225, 0, 235, 6], [207, 10, 224, 30], [242, 18, 254, 34], [220, 23, 230, 33], [233, 23, 241, 33], [228, 44, 241, 58], [238, 61, 245, 67], [0, 88, 12, 105], [33, 98, 48, 112], [51, 130, 62, 141], [64, 135, 73, 144], [73, 150, 80, 161], [68, 163, 78, 173], [62, 174, 76, 195], [129, 214, 143, 227], [58, 215, 67, 230], [159, 215, 173, 228]]"
7978812d0e2e034ee1f9c141f019705582fcaa290e4a01c6c75a62753285cb23,"[[136, 0, 198, 66], [222, 0, 273, 58], [286, 0, 329, 52], [338, 1, 360, 9], [85, 8, 141, 63], [21, 47, 68, 118], [74, 65, 137, 105], [145, 76, 203, 124], [245, 94, 280, 153], [0, 100, 57, 201], [306, 112, 360, 187], [144, 147, 211, 253], [236, 148, 307, 207], [0, 223, 29, 271], [99, 228, 148, 279], [318, 263, 350, 317], [75, 276, 133, 322], [22, 279, 70, 332], [239, 294, 309, 353], [345, 312, 360, 350], [292, 347, 345, 360], [0, 349, 15, 360]]"
797945873ca2a95f028671714b71eb3f883efe9dae7fcd3fc0ea1521efb73aaa,"[[129, 0, 190, 12], [86, 15, 135, 74], [145, 23, 188, 89], [0, 31, 61, 80], [313, 37, 352, 98], [224, 44, 270, 100], [54, 65, 103, 119], [112, 83, 176, 119], [347, 99, 360, 147], [290, 104, 329, 164], [0, 110, 29, 169], [119, 160, 180, 201], [78, 171, 88, 180], [266, 173, 322, 250], [41, 181, 85, 231], [328, 187, 360, 233], [0, 207, 35, 248], [103, 211, 160, 262], [185, 250, 245, 294], [0, 251, 43, 289], [291, 258, 357, 298], [194, 316, 280, 360]]"
79dfcbc9361edd3a1ffe81a5bdaa22a197ad1341f3fa64b86a646c2607d6b324,"[[170, 0, 232, 30], [312, 0, 371, 45], [510, 0, 520, 9], [295, 95, 346, 159], [61, 114, 114, 168], [265, 243, 327, 286], [407, 352, 474, 392], [71, 354, 158, 402], [191, 374, 250, 426], [327, 438, 418, 478], [18, 573, 86, 640], [211, 597, 276, 642]]"
79fe419488ba98494e3baa35c6fef9662eda1efe325d0ab0ac002f5383245d96,"[[0, 0, 21, 12], [80, 0, 125, 23], [128, 0, 150, 22], [162, 0, 186, 30], [210, 0, 227, 19], [233, 1, 256, 24], [103, 20, 128, 42], [134, 21, 158, 35], [249, 29, 256, 46], [195, 30, 231, 55], [128, 36, 152, 51], [158, 47, 181, 72], [227, 61, 256, 101], [141, 62, 169, 92], [190, 66, 214, 93], [91, 70, 135, 114], [65, 80, 89, 100], [27, 82, 62, 107], [139, 97, 151, 109], [167, 107, 191, 128], [231, 118, 256, 141], [39, 121, 105, 162], [0, 132, 16, 150], [104, 137, 146, 191], [191, 144, 212, 158], [177, 155, 194, 173], [205, 155, 244, 178], [16, 158, 43, 187], [0, 163, 17, 179], [129, 167, 152, 192], [215, 169, 256, 199], [147, 184, 175, 208], [74, 201, 106, 233], [147, 209, 169, 231], [97, 230, 118, 256], [151, 233, 179, 255], [48, 238, 67, 258], [175, 243, 205, 266], [225, 249, 246, 280], [245, 252, 256, 270], [0, 254, 16, 269], [17, 266, 61, 308], [3, 268, 24, 289], [115, 270, 140, 293], [59, 274, 79, 296], [159, 278, 184, 319], [92, 279, 110, 310], [0, 294, 4, 311], [120, 295, 133, 314], [194, 295, 201, 305], [184, 297, 191, 305], [46, 298, 67, 320], [178, 308, 196, 320], [198, 309, 209, 320], [17, 311, 22, 316], [75, 315, 94, 320], [119, 315, 133, 320]]"
7aa1aaa5e032a980f434c8ed63efb57ab0d338d6154c47f7bb75afdc89f43c04,"[[69, 0, 85, 5], [140, 0, 153, 5], [29, 4, 44, 14], [121, 7, 136, 17], [225, 13, 239, 23], [183, 14, 197, 26], [200, 17, 213, 32], [69, 21, 87, 31], [129, 25, 141, 36], [232, 28, 246, 38], [189, 32, 202, 43], [75, 37, 90, 47], [218, 39, 231, 50], [139, 43, 155, 54], [200, 46, 215, 57], [159, 47, 174, 60], [95, 48, 110, 60], [0, 54, 13, 65], [62, 54, 79, 65], [204, 59, 238, 79], [14, 61, 30, 71], [84, 63, 103, 76], [127, 64, 144, 74], [106, 67, 125, 77], [181, 68, 194, 80], [51, 69, 65, 80], [246, 70, 256, 82], [111, 81, 125, 92], [47, 86, 61, 96], [230, 90, 243, 101], [133, 92, 147, 102], [163, 96, 178, 105], [76, 109, 92, 118], [132, 110, 146, 120], [218, 111, 231, 121], [0, 118, 8, 130], [147, 127, 162, 137], [190, 130, 214, 148], [110, 134, 128, 144], [244, 138, 256, 149], [0, 141, 9, 173], [68, 147, 83, 159], [173, 152, 191, 162], [124, 157, 138, 168], [169, 166, 184, 175], [188, 170, 215, 188], [214, 180, 226, 196], [0, 181, 12, 193], [134, 182, 151, 194], [85, 187, 108, 200], [157, 187, 173, 198], [234, 195, 250, 208], [33, 206, 47, 216], [208, 215, 225, 226], [138, 216, 152, 228], [61, 225, 77, 245], [101, 227, 116, 238], [74, 245, 98, 256], [27, 253, 39, 256]]"
7aae06bc4558829473071defec0b7ab3bfa9c5005548a13da95596bb6a66d105,"[[134, 0, 144, 6], [142, 0, 156, 16], [197, 0, 207, 6], [230, 0, 242, 9], [112, 5, 129, 16], [178, 22, 187, 31], [133, 25, 151, 49], [167, 41, 180, 53], [209, 51, 220, 60], [0, 52, 10, 61], [241, 60, 250, 71], [176, 61, 186, 72], [51, 63, 63, 71], [125, 63, 137, 72], [20, 70, 33, 80], [51, 73, 59, 83], [83, 79, 97, 88], [188, 85, 199, 96], [209, 85, 218, 98], [162, 89, 172, 101], [125, 94, 142, 128], [246, 97, 256, 110], [229, 101, 239, 111], [28, 105, 41, 115], [205, 106, 218, 119], [1, 107, 14, 116], [226, 115, 236, 128], [244, 116, 256, 125], [0, 119, 10, 126], [190, 127, 199, 136], [244, 129, 254, 136], [5, 131, 16, 142], [59, 131, 69, 142], [230, 134, 241, 142], [159, 136, 167, 145], [19, 138, 27, 148], [197, 138, 205, 150], [128, 143, 136, 153], [252, 143, 256, 151], [49, 151, 58, 161], [38, 154, 48, 163], [71, 154, 86, 173], [217, 156, 227, 166], [137, 158, 151, 168], [197, 158, 206, 169], [20, 163, 30, 175], [41, 167, 51, 175], [0, 169, 7, 178], [243, 172, 252, 180], [167, 174, 179, 188], [227, 175, 237, 185], [16, 176, 23, 190], [54, 178, 63, 190], [96, 178, 109, 189], [74, 190, 82, 197], [132, 191, 148, 204], [0, 192, 11, 201], [52, 193, 61, 203], [30, 197, 41, 205], [85, 211, 93, 220], [221, 212, 230, 221], [180, 214, 191, 226], [65, 217, 80, 227], [119, 217, 135, 236], [89, 221, 104, 237], [51, 222, 59, 231], [160, 229, 172, 241], [217, 235, 229, 245], [79, 243, 89, 256], [5, 244, 14, 255], [97, 247, 110, 256], [146, 249, 154, 256]]"
7ac468eb217b7058d22c1711285d21949b4121bf3fa3217e3e51453666ebecff,"[[111, 40, 126, 59], [169, 110, 182, 124], [65, 154, 81, 168], [148, 154, 161, 167], [180, 171, 193, 185], [26, 239, 42, 251]]"
7af09f98ec299ba0658d759eebc4c34e1c98289ea6ce37f233e9f5e4e2fc84f4,"[[60, 10, 74, 27], [188, 24, 205, 44], [91, 49, 102, 64], [245, 54, 256, 69], [113, 93, 126, 108], [0, 106, 12, 128], [64, 114, 77, 127], [80, 157, 89, 170], [107, 163, 118, 177], [28, 183, 41, 195], [191, 184, 207, 206], [47, 237, 61, 256]]"
7b38c9173ebe69b4c6ba7e703c0c27f39305d9b2910f46405993d2ea7a963b80,"[[14, 0, 18, 9]]"
